region,source_category,item_title,target,period,content,method,contact,location,full_text,source_url
중구,,<외식업 특화 일자리 사업 안내>,"지원자격 : 만18세 이상 원하는 사람 누구나(중구민 우선) / ※단, 한국어 가능자 및 취업가능 비자 소지자에 한함","근무시간 : 상용직, 시간제(파트타임) 선택 가능","○ 건    명 : 맛있는 일자리, 외식업 무료직업소개소 운영 안내 / ○ 직    종 : 음식점 종사자(매니저, 요리사, 홀서빙, 주방보조 등)",이용방법 - (구직자) 1회 접수처 방문 후 비대면(전화) 일자리 신청 / ※ 방문 전 전화요망 - (구인업체) 직업소개소 이요 등록 및 구인 신청 → 추천대상자 확인 후 채용,"(사)한국외식업중앙회 중구지회 (☎ 02-2238-9297) / - 주소 : 서울특별시 중구 다산로 162, 약수빌딩 601호",근무지역 : 서울시 중구,"▶ <외식업 특화 일자리 사업 안내>
○ 건    명 : 맛있는 일자리, 외식업 무료직업소개소 운영 안내
○ 직    종 : 음식점 종사자(매니저, 요리사, 홀서빙, 주방보조 등)
○ 지원자격 : 만18세 이상 원하는 사람 누구나(중구민 우선)
※단, 한국어 가능자 및 취업가능 비자 소지자에 한함
○ 근무시간 : 상용직, 시간제(파트타임) 선택 가능
○ 근무지역 : 서울시 중구
○ 이용방법 - (구직자) 1회 접수처 방문 후 비대면(전화) 일자리 신청
※ 방문 전 전화요망 - (구인업체) 직업소개소 이요 등록 및 구인 신청 → 추천대상자 확인 후 채용
○ 접 수 처 : (사)한국외식업중앙회 중구지회 (☎ 02-2238-9297)
- 주소 : 서울특별시 중구 다산로 162, 약수빌딩 601호",https://www.junggu.seoul.kr/content.do?cmsid=16539&mode=view&cid=1397354427
중구,,<외국인 재난안전 서비스 안내>,,,○ (긴급신고 운영) 긴급상황에서 112·119 등 긴급기관에 전화 신고 시 통역서비스 제공 / ○ (스마트폰 신고 앱) ''긴급신고 바로''앱 을 통해 영어·중국어·일본어·베트남어·필리핀어로 그림·문구 선택하여 신고 / ※긴급신고 바로 앱 = EMERGENCY READY APP ○ (행동요령 안내) ''긴급신고 바로'' 앱을 통해 자연·사회재난 및 안전사고에 대한 행동요령 및 긴급상황 시 119 전화 연결 안내,,,【앱 다운 QR 코드】 / [안드로이드용] / [IOS용],"▶ <외국인 재난안전 서비스 안내>
○ (긴급신고 운영) 긴급상황에서 112·119 등 긴급기관에 전화 신고 시 통역서비스 제공
○ (스마트폰 신고 앱) ''긴급신고 바로''앱 을 통해 영어·중국어·일본어·베트남어·필리핀어로 그림·문구 선택하여 신고
※긴급신고 바로 앱 = EMERGENCY READY APP ○ (행동요령 안내) ''긴급신고 바로'' 앱을 통해 자연·사회재난 및 안전사고에 대한 행동요령 및 긴급상황 시 119 전화 연결 안내
※ 국가정보자원관리원 화재로 인해 오프라인 모드만 활용, 대피장소·병원·소방서 등 위치정보 안내 불가
【앱 다운 QR 코드】
[안드로이드용]
[IOS용]",https://www.junggu.seoul.kr/content.do?cmsid=16539&mode=view&cid=1397341053
중구,,"글로벌 중구톡 가입 이벤트 「반갑다, 중구야!」실시",,기    간 : 2025. 10. 1.(수) ~ 11. 15.(토) / ※ 당첨자발표 : 11. 17.(월) 예정,,응모방법 : / https://forms.gle/UKaMUR1rBrfy7hmg6 / ( / https://forms.gle/UKaMUR1rBrfy7hmg6) / - (신규가입자) / [필수]알림톡 가입↑,- (기존가입자) 신규가입자가 추천인으로 입력 시 자동 응모 / ※ 많이 추천될수록 당첨확률 Up! / ☆ 아래 이미지를 클릭하면 글로벌 중구톡 가입 링크로 연결됩니다! ↓ Click the image below! / ( / https://forms.gle/UKaMUR1rBrfy7hmg6),,"▶ 글로벌 중구톡 가입 이벤트 「반갑다, 중구야!」실시
기    간 : 2025. 10. 1.(수) ~ 11. 15.(토)
※ 당첨자발표 : 11. 17.(월) 예정
응모방법 :
https://forms.gle/UKaMUR1rBrfy7hmg6
(
https://forms.gle/UKaMUR1rBrfy7hmg6)
- (신규가입자)
[필수]알림톡 가입↑
및 [선택]추천인의 이름과 연락처 뒷자리(0000) 입력
- (기존가입자) 신규가입자가 추천인으로 입력 시 자동 응모
※ 많이 추천될수록 당첨확률 Up!
☆ 아래 이미지를 클릭하면 글로벌 중구톡 가입 링크로 연결됩니다! ↓ Click the image below!
(
https://forms.gle/UKaMUR1rBrfy7hmg6)",https://www.junggu.seoul.kr/content.do?cmsid=16539&mode=view&cid=139645355
중구,,2025년도 다국어 생활안내책자 설문조사 실시,대상 : 관내 외국인주민 / ★ 설문조사 참여하기 / - / https://naver.me/FhfsHX1i / ( / https://naver.me/FhfsHX1i) / (Eng) / - / https://naver.me/546yiZxf / ( / https://naver.me/546yiZxf) / (中文) / or Click the image below! ↓ / ( / https://naver.me/FhfsHX1i),기간 : 2025. 10. 1.(수) ~ 10. 24.(금) / ※ 당첨자발표 : 10. 27.(월) 예정,,,,,"▶ 2025년도 다국어 생활안내책자 설문조사 실시
○ 기간 : 2025. 10. 1.(수) ~ 10. 24.(금)
※ 당첨자발표 : 10. 27.(월) 예정
○ 대상 : 관내 외국인주민
★ 설문조사 참여하기
-
https://naver.me/FhfsHX1i
(
https://naver.me/FhfsHX1i)
(Eng)
-
https://naver.me/546yiZxf
(
https://naver.me/546yiZxf)
(中文)
or Click the image below! ↓
(
https://naver.me/FhfsHX1i)",https://www.junggu.seoul.kr/content.do?cmsid=16539&mode=view&cid=1396447265
중구,,[안전]2025년 온열질환예방지침(17개국 번역본),,,"온열질환예방지침 17개 외국어 번역본 파일을 게재하오니 폭염을 대비하여 노사 모두 참고하시기 바랍니다. / ㅇ 17개 외국어(첨부파일): 네팔, 동티모르, 라오스, 몽골, 미얀마, 방글라데시, 베트남, 스리랑카, 영어, 우즈베키스탄, 인도네시아, 중국, 캄보디아, 키르기스스탄, 태국, 파키스탄, 필리핀 / 출처 : 고용노동부",,,,"▶ [안전]2025년 온열질환예방지침(17개국 번역본)
온열질환예방지침 17개 외국어 번역본 파일을 게재하오니 폭염을 대비하여 노사 모두 참고하시기 바랍니다.
ㅇ 17개 외국어(첨부파일): 네팔, 동티모르, 라오스, 몽골, 미얀마, 방글라데시, 베트남, 스리랑카, 영어, 우즈베키스탄, 인도네시아, 중국, 캄보디아, 키르기스스탄, 태국, 파키스탄, 필리핀
출처 : 고용노동부",https://www.junggu.seoul.kr/content.do?cmsid=16539&mode=view&cid=1377075221
중구,,< 오! 빙고! 생수냉장고 운영 안내 >,"ㅇ 운영대상 : 안전취약계층 (노약자, 장애인, 저소득층, 폭염에 장시간 노출된 자 등)","ㅇ 운영기간 : 2025년 7~8월(2개월) / ㅇ 운영시간 : 매일 10시~생수 소진 시까지 / ㅇ 생수보충 : 1일 3회(10시, 13시, 16시), 1개소당 1일 600병 씩 공급 / ※ 재난종합상황실 CCTV와 수시로 순찰 점검을 시행합니다",이것만은 꼭 지켜주세요! / - 한 사람당 한 병씩만 이용해 주세요 / - 다 드신 페트병은 꼭 가져가 주세요,,ㅇ 문의사항 : 중구청 생활안전과 ☎ 02-3396-4474,행정동 / 공동작업장 / 중구 후암로 60길 16-9 / 회현동 / 청구역 쉼터 / 중구 신당동 294-40 / 청구동 / 황학쌈지공원 / 중구 마장로 87~89 사이 / 황학동 / 다산어린이공원 / 중구 신당동 123-1 / 신당5동 / 손기정체육공원 / 중구 손기정로 101-5 / 중림동 / ※ 다산어린이공원은 공사완료(7월 중순) 후 운영 예정,"▶ < 오! 빙고! 생수냉장고 운영 안내 >
이것만은 꼭 지켜주세요!
- 한 사람당 한 병씩만 이용해 주세요
- 다 드신 페트병은 꼭 가져가 주세요
ㅇ 운영기간 : 2025년 7~8월(2개월)
ㅇ 운영대상 : 안전취약계층 (노약자, 장애인, 저소득층, 폭염에 장시간 노출된 자 등)
ㅇ 운영시간 : 매일 10시~생수 소진 시까지
ㅇ 생수보충 : 1일 3회(10시, 13시, 16시), 1개소당 1일 600병 씩 공급
※ 순환제공으로 장소별 도착시간이 상이할 수 있습니다
※ 재난종합상황실 CCTV와 수시로 순찰 점검을 시행합니다
ㅇ 운영장소
운영장소
설치장소명
행정동
공동작업장
중구 후암로 60길 16-9
회현동
청구역 쉼터
중구 신당동 294-40
청구동
황학쌈지공원
중구 마장로 87~89 사이
황학동
다산어린이공원
중구 신당동 123-1
신당5동
손기정체육공원
중구 손기정로 101-5
중림동
※ 다산어린이공원은 공사완료(7월 중순) 후 운영 예정
ㅇ 문의사항 : 중구청 생활안전과 ☎ 02-3396-4474",https://www.junggu.seoul.kr/content.do?cmsid=16539&mode=view&cid=1377055652
중구,,<중구 무더위쉼터 운영 안내>,,ㅇ 운영기간 : 2025.5.15.~2025.9.30.(폭염대책기간) / ※폭염특보 발효 시 주민센터 연장운영 주말·공휴일 09:00~18:00,,,"ㅇ 문의전화 : 중구 생활안전과 ☎ 02-3396-4474, 4000","ㅇ 지정현황 : 총66개소 / (경로당 31개소, 공공청사 17개소, 복지관 4개소, 도서관 7개소, 문화체육시설 7개소) / 공공청사 17개소 / 중구청, 소공동주민센터, 회현동주민센터, 명동주민센터, 필동주민센터, 장충동주민센터, 광희동주민센터, 을지로동주민센터, 신당동주민센터, 다산동주민센터, 약수동주민센터, 청구동주민센터, 신당5동주민센터, 동화동주민센터, 황학동주민센터, 중림동주민센터, 중구시설관리공단 / 경로당 31개소 / 회현경로당, 명동경로당, 필동경로당, 묵정경로당, 장충경로당, 공원장충경로당, 광희경로당, 을지경로당, 신당경로당, 신일경로당, 다산경로당, 장수경로당, 충현경로당, 약수경로당, 동호경로당, 청송경로당, 삼성경로당, 대양경로당, 청구경로당, 유락경로당, 신당5동경로당, 동화경로당, 현대아파트경로당, 푸르지오경로당, 청구e편한세상경로당, 동화동구립경로당, SH황학롯데캐슬경로당, 황중경로당, 충정경로당(임대), 삼성사이버경로당, 중림구립경로당 / 복지관 4개소 / 약수노인종합복지관, 신당종합사회복지관, 유락종합사회복지관, 중림종합사회복지관 / 문화체육시설 7개소 / 구민회관, 회현체육센터, 장충문화체육센터, 충무아트센터, 충무스포츠센터, 약수동커뮤니티공간(약수터), 손기정문화체육센터 / 도서관 7개소 / 가온도서관, 어울림도서관, 남산타운어린이도서관, 손기정어린이도서관, 신당누리도서관, 다산성곽도서관, 손기정문화도서관 / ※ 휴관일이 시설별로 상이하오니, 방문 전 사전 확인을 꼭 해주세요. / ※ 중구구립도서관 홈페이지에서 자세히 보기 : / https://www.junggulib.or.kr/SJGL/index.do / ( / https://www.junggulib.or.kr/SJGL/index.do)","▶ <중구 무더위쉼터 운영 안내>
ㅇ 운영기간: 2025.5.15.~2025.9.30.(폭염대책기간)
ㅇ 지정현황: 총66개소
(경로당 31개소, 공공청사 17개소, 복지관 4개소, 도서관 7개소, 문화체육시설 7개소)
공공청사 17개소
중구청, 소공동주민센터, 회현동주민센터, 명동주민센터, 필동주민센터, 장충동주민센터, 광희동주민센터, 을지로동주민센터, 신당동주민센터, 다산동주민센터, 약수동주민센터, 청구동주민센터, 신당5동주민센터, 동화동주민센터, 황학동주민센터, 중림동주민센터, 중구시설관리공단
경로당 31개소
회현경로당, 명동경로당, 필동경로당, 묵정경로당, 장충경로당, 공원장충경로당, 광희경로당, 을지경로당, 신당경로당, 신일경로당, 다산경로당, 장수경로당, 충현경로당, 약수경로당, 동호경로당, 청송경로당, 삼성경로당, 대양경로당, 청구경로당, 유락경로당, 신당5동경로당, 동화경로당, 현대아파트경로당, 푸르지오경로당, 청구e편한세상경로당, 동화동구립경로당, SH황학롯데캐슬경로당, 황중경로당, 충정경로당(임대), 삼성사이버경로당, 중림구립경로당
복지관 4개소
약수노인종합복지관, 신당종합사회복지관, 유락종합사회복지관, 중림종합사회복지관
문화체육시설 7개소
구민회관, 회현체육센터, 장충문화체육센터, 충무아트센터, 충무스포츠센터, 약수동커뮤니티공간(약수터), 손기정문화체육센터
도서관 7개소
가온도서관, 어울림도서관, 남산타운어린이도서관, 손기정어린이도서관, 신당누리도서관, 다산성곽도서관, 손기정문화도서관
※ 휴관일이 시설별로 상이하오니, 방문 전 사전 확인을 꼭 해주세요.
※ 중구구립도서관 홈페이지에서 자세히 보기 :
https://www.junggulib.or.kr/SJGL/index.do
(
https://www.junggulib.or.kr/SJGL/index.do)
※문화체육시설, 복지관, 도서관은 자체 운영시간에 따른 주말운영
※폭염특보 발효 시 주민센터 연장운영 주말·공휴일 09:00~18:00
ㅇ 문의전화: 중구 생활안전과 ☎ 02-3396-4474, 4000",https://www.junggu.seoul.kr/content.do?cmsid=16539&mode=view&cid=1377055652
중구,,<2025 중구 양산대여소 안내>,,ㅇ 운영기간 : 2025. 6. 10 ~ 9. 30 (4개월간) / 대여일로부터 7일 이내 반납,,ㅇ 대여방법 : 양산대여소에서 대여대장 작성 → 양산 대여 / ㅇ 반납방법 : 대여한 장소 또는 가까운 대여소,,"ㅇ 대여장소 : 구청, 동주민센터, 도서관 쉼터, 작은도서관 등 / 구청·동주민센터 / 구청( 1층 민원실), 15개 동주민센터 / 도서관 쉼터 / 가온도서관, 어울림도서관, 남산타운어린이도서관, 손기정어린이도서관, 신당누리도서관, 다산성곽도서관, 손기정문화도서관 / 작은도서관 / 필동작은도서관, 신당동작은도서관, 다산동작은도서관, 약수동작은도서관, 청구동작은도서관, 신당5동작은도서관","▶ <2025 중구 양산대여소 안내>
ㅇ 운영기간: 2025. 6. 10 ~ 9. 30 (4개월간)
ㅇ 대여방법: 양산대여소에서 대여대장 작성 → 양산 대여
ㅇ 대여기간: 대여일로부터 7일 이내 반납
ㅇ 반납방법: 대여한 장소 또는 가까운 대여소
※ 반납 시, 대여장소 기재 필수!
ㅇ 대여장소: 구청, 동주민센터, 도서관 쉼터, 작은도서관 등
구청·동주민센터
구청( 1층 민원실), 15개 동주민센터
도서관 쉼터
가온도서관, 어울림도서관, 남산타운어린이도서관, 손기정어린이도서관, 신당누리도서관, 다산성곽도서관, 손기정문화도서관
작은도서관
필동작은도서관, 신당동작은도서관, 다산동작은도서관, 약수동작은도서관, 청구동작은도서관, 신당5동작은도서관",https://www.junggu.seoul.kr/content.do?cmsid=16539&mode=view&cid=1377055652
중구,,<중구 청소년 진로체험 바우처 지원>,ㅇ 지원대상 : 중구에 체류지를 둔 중학교 1학년 및 13세 학교 밖 청소년 / ※출입국관리법 제 34조에 따라 외국인 등록대장에 등록되어 있는 외국인주민,2025. 9월부터 신청 및 접수 예정,,"ㅇ 지원금액 : 1인 200천원(상/하반기 각 100천원) / ㅇ 지원형태 : 포인트 카드 충전 방식(신용기능 없음) / ㅇ 사 용 처 : 진로/직업 체험, 문화예술체험, 체육시설, 서점 등",ㅇ 문       의 : 교육정책과(3396-4673),,"▶ <중구 청소년 진로체험 바우처 지원>
ㅇ 지원대상 : 중구에 체류지를 둔 중학교 1학년 및 13세 학교 밖 청소년
※출입국관리법 제 34조에 따라 외국인 등록대장에 등록되어 있는 외국인주민
ㅇ 지원금액 : 1인 200천원(상/하반기 각 100천원)
ㅇ 지원형태 : 포인트 카드 충전 방식(신용기능 없음)
ㅇ 사 용 처 : 진로/직업 체험, 문화예술체험, 체육시설, 서점 등
ㅇ 추진일정 : 2025. 9월부터 신청 및 접수 예정
ㅇ 문       의 : 교육정책과(3396-4673)",https://www.junggu.seoul.kr/content.do?cmsid=16539&mode=view&cid=1375812929
중구,,중구민 생활안전보험,ㅇ 대    상 : 등록 외국인 포함 중구 거주민 / ※ 무료 자동 가입,ㅇ 보장기간 : 2025. 2. 9.~2026. 2. 8.(1년간) / ※ 사고일로부터 3년 이내 청구 가능,ㅇ 보장내용 : 상해의료비 1인당 최대 50만원 및상해사망 장례비 1천만원 한도 등,,ㅇ 문    의 : 생활안전보험 상담센터(하나손해보험) ☎ 02-6714-6835 (F.0505-170-0765),,"▶ 중구민 생활안전보험
ㅇ 대    상 : 등록 외국인 포함 중구 거주민
※ 무료 자동 가입
ㅇ 보장기간 : 2025. 2. 9.~2026. 2. 8.(1년간)
※ 사고일로부터 3년 이내 청구 가능
ㅇ 보장내용 : 상해의료비 1인당 최대 50만원 및상해사망 장례비 1천만원 한도 등
ㅇ 문    의  : 생활안전보험 상담센터(하나손해보험) ☎ 02-6714-6835 (F.0505-170-0765)",https://www.junggu.seoul.kr/content.do?cmsid=16539&mode=view&cid=1371436405
